0	0	1	1	cmp	EPPC_FORMAT_X	EPPC_SUBFORMAT_NONE	false
177	177	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
178	178	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
179	179	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
180	180	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
181	181	1	1	stdux	EPPC_FORMAT_X	false	EPPC_64ONLY
182	182	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
183	183	1	1	stwux	EPPC_FORMAT_X	false	false
184	184	1	1	sliq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
185	185	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
186	186	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
187	187	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
188	188	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
189	189	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
190	190	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
191	191	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
192	192	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
193	193	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
194	194	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
195	195	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
196	196	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
197	197	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
198	198	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
199	199	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
200	200	1	1	subfze	EPPC_FORMAT_XO	false	false
201	201	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
202	202	1	1	addze	EPPC_FORMAT_XO	false	false
203	203	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
204	204	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
205	205	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
206	206	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
207	207	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
208	208	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
209	209	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
210	210	1	1	mtsr	EPPC_FORMAT_X	false	EPPC_PRIV|EPPC_32ONLY
211	211	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
212	212	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
213	213	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
214	214	1	1	stdcx_	EPPC_FORMAT_X	false	EPPC_64ONLY
215	215	1	1	stbx	EPPC_FORMAT_X	false	false
216	216	1	1	sllq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
217	217	1	1	sleq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
218	218	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
219	219	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
220	220	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
221	221	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
222	222	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
223	223	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
224	224	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
225	225	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
226	226	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
227	227	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
228	228	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
229	229	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
230	230	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
231	231	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
232	232	1	1	subfne	EPPC_FORMAT_XO	false	false
233	233	1	1	mulld	EPPC_FORMAT_XO	false	EPPC_64ONLY
234	234	1	1	addme	EPPC_FORMAT_XO	false	false
235	235	1	1	mullw	EPPC_FORMAT_XO	false	false
236	236	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
237	237	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
238	238	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
239	239	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
240	240	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
241	241	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
242	242	1	1	mtsrin	EPPC_FORMAT_X	false	EPPC_PRIV|EPPC_32ONLY
243	243	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
244	244	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
245	245	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
246	246	1	1	dcbtst	EPPC_FORMAT_X	false	false
247	247	1	1	stbux	EPPC_FORMAT_X	false	false
248	248	1	1	slliq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
249	249	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
250	250	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
251	251	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
252	252	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
253	253	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
254	254	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
255	255	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
256	256	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
257	257	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
258	258	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
259	259	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
260	260	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
261	261	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
262	262	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
263	263	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
264	264	1	1	doz	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
265	265	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
266	266	1	1	add	EPPC_FORMAT_XO	false	false
267	267	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
268	268	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
269	269	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
270	270	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
271	271	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
272	272	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
273	273	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
274	274	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
275	275	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
276	276	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
277	277	1	1	lscbx	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
278	278	1	1	dcbt	EPPC_FORMAT_X	false	false
279	279	1	1	lhzx	EPPC_FORMAT_X	false	false
280	280	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
281	281	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
282	282	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
283	283	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
284	284	1	1	eqv	EPPC_FORMAT_X	false	false
285	285	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
286	286	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
287	287	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
288	288	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
289	289	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
290	290	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
291	291	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
292	292	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
293	293	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
294	294	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
295	295	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
296	296	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
297	297	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
298	298	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
299	299	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
300	300	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
301	301	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
302	302	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
303	303	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
304	304	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
305	305	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
306	306	1	1	tlbie	EPPC_FORMAT_X	false	false
307	307	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
308	308	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
309	309	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
310	310	1	1	eciwx	EPPC_FORMAT_X	false	false
311	311	1	1	lhzux	EPPC_FORMAT_X	false	false
312	312	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
313	313	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
314	314	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
315	315	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
316	316	1	1	xor	EPPC_FORMAT_X	false	false
317	317	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
318	318	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
319	319	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
320	320	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
321	321	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
322	322	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
323	323	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
324	324	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
325	325	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
326	326	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
327	327	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
328	328	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
329	329	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
330	330	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
331	331	1	1	div	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
332	332	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
333	333	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
334	334	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
335	335	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
336	336	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
337	337	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
338	338	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
339	339	1	1	mfspr	EPPC_FORMAT_XFX	false	EPPC_OPRIV
340	340	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
341	341	1	1	lwax	EPPC_FORMAT_X	false	EPPC_64ONLY
342	342	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
343	343	1	1	lhax	EPPC_FORMAT_X	false	false
344	344	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
345	345	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
346	346	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
347	347	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
348	348	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
349	349	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
350	350	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
351	351	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
352	352	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
353	353	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
354	354	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
355	355	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
356	356	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
357	357	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
358	358	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
359	359	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
360	360	1	1	abs	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
361	361	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
362	362	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
363	363	1	1	divs	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
364	364	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
365	365	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
366	366	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
367	367	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
368	368	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
369	369	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
370	370	1	1	tlbia	EPPC_FORMAT_X	false	false
371	371	1	1	mftb	EPPC_FORMAT_XFX	false	false
372	372	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
373	373	1	1	lwaux	EPPC_FORMAT_X	false	EPPC_64ONLY
374	374	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
375	375	1	1	lhaux	EPPC_FORMAT_X	false	false
376	376	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
377	377	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
378	378	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
379	379	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
380	380	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
381	381	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
382	382	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
383	383	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
384	384	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
385	385	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
386	386	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
387	387	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
388	388	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
389	389	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
390	390	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
391	391	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
392	392	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
393	393	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
394	394	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
395	395	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
396	396	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
397	397	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
398	398	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
399	399	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
